material_id,formula,cif_path,atomic_numbers,electronegativity,group,period,atomic_radius,formation_energy
mp-22602,CaIn2Au,dataset/cif_files/mp-22602.cif,"[20, 49, 49, 79]","[1, 1.78, 1.78, 2.54]","[2, 13, 13, 11]","[4, 5, 5, 6]","[1.8, 1.55, 1.55, 1.35]",-0.639449739
mp-19968,CaIn2Cu,dataset/cif_files/mp-19968.cif,"[20, 49, 49, 29]","[1, 1.78, 1.78, 1.9]","[2, 13, 13, 11]","[4, 5, 5, 4]","[1.8, 1.55, 1.55, 1.35]",-0.404463379
mp-20846,CaIn2Ir,dataset/cif_files/mp-20846.cif,"[20, 49, 49, 77]","[1, 1.78, 1.78, 2.2]","[2, 13, 13, 9]","[4, 5, 5, 6]","[1.8, 1.55, 1.55, 1.35]",-0.566189015
mp-1080611,CaIn2Ni,dataset/cif_files/mp-1080611.cif,"[20, 49, 49, 28]","[1, 1.78, 1.78, 1.91]","[2, 13, 13, 10]","[4, 5, 5, 4]","[1.8, 1.55, 1.55, 1.35]",-0.358816385
mp-22717,CaIn2Pd,dataset/cif_files/mp-22717.cif,"[20, 49, 49, 46]","[1, 1.78, 1.78, 2.2]","[2, 13, 13, 10]","[4, 5, 5, 5]","[1.8, 1.55, 1.55, 1.4]",-0.707691561
mp-21027,CaIn2Pt,dataset/cif_files/mp-21027.cif,"[20, 49, 49, 78]","[1, 1.78, 1.78, 2.28]","[2, 13, 13, 10]","[4, 5, 5, 6]","[1.8, 1.55, 1.55, 1.35]",-0.819842309
mp-1214064,CaIn2Rh,dataset/cif_files/mp-1214064.cif,"[20, 49, 49, 45]","[1, 1.78, 1.78, 2.28]","[2, 13, 13, 9]","[4, 5, 5, 5]","[1.8, 1.55, 1.55, 1.35]",-0.626151463
mp-1093681,CaInAg2,dataset/cif_files/mp-1093681.cif,"[20, 49, 47, 47]","[1, 1.78, 1.93, 1.93]","[2, 13, 11, 11]","[4, 5, 5, 5]","[1.8, 1.55, 1.6, 1.6]",1.006176745
mp-1183617,CaInAg2,dataset/cif_files/mp-1183617.cif,"[20, 49, 47, 47]","[1, 1.78, 1.93, 1.93]","[2, 13, 11, 11]","[4, 5, 5, 5]","[1.8, 1.55, 1.6, 1.6]",-0.312169445
mp-20378,CaInAu,dataset/cif_files/mp-20378.cif,"[20, 49, 79]","[1, 1.78, 2.54]","[2, 13, 11]","[4, 5, 6]","[1.8, 1.55, 1.35]",-0.767971781
mp-861960,CaInAu2,dataset/cif_files/mp-861960.cif,"[20, 49, 79, 79]","[1, 1.78, 2.54, 2.54]","[2, 13, 11, 11]","[4, 5, 6, 6]","[1.8, 1.55, 1.35, 1.35]",-0.644740367
mp-867201,CaInHg2,dataset/cif_files/mp-867201.cif,"[20, 49, 80, 80]","[1, 1.78, 2, 2]","[2, 13, 12, 12]","[4, 5, 6, 6]","[1.8, 1.55, 1.5, 1.5]",-0.427686531
mp-620571,CaInPd,dataset/cif_files/mp-620571.cif,"[20, 49, 46]","[1, 1.78, 2.2]","[2, 13, 10]","[4, 5, 5]","[1.8, 1.55, 1.4]",-0.764814227
mp-1093795,CaInPd2,dataset/cif_files/mp-1093795.cif,"[20, 49, 46, 46]","[1, 1.78, 2.2, 2.2]","[2, 13, 10, 10]","[4, 5, 5, 5]","[1.8, 1.55, 1.4, 1.4]",0.949986907
mp-1183586,CaInPd2,dataset/cif_files/mp-1183586.cif,"[20, 49, 46, 46]","[1, 1.78, 2.2, 2.2]","[2, 13, 10, 10]","[4, 5, 5, 5]","[1.8, 1.55, 1.4, 1.4]",-0.672011032
mp-570689,CaInPt,dataset/cif_files/mp-570689.cif,"[20, 49, 78]","[1, 1.78, 2.28]","[2, 13, 10]","[4, 5, 6]","[1.8, 1.55, 1.35]",-0.943985743
mp-20220,CaInRh,dataset/cif_files/mp-20220.cif,"[20, 49, 45]","[1, 1.78, 2.28]","[2, 13, 9]","[4, 5, 5]","[1.8, 1.55, 1.35]",-0.612339487
mp-1093881,CaInRh2,dataset/cif_files/mp-1093881.cif,"[20, 49, 45, 45]","[1, 1.78, 2.28, 2.28]","[2, 13, 9, 9]","[4, 5, 5, 5]","[1.8, 1.55, 1.35, 1.35]",2.000745863
mp-862795,CaLaAg2,dataset/cif_files/mp-862795.cif,"[20, 57, 47, 47]","[1, 1.1, 1.93, 1.93]","[2, 3, 11, 11]","[4, 6, 5, 5]","[1.8, 1.95, 1.6, 1.6]",-0.306964509
mp-1097485,CaLaAu2,dataset/cif_files/mp-1097485.cif,"[20, 57, 79, 79]","[1, 1.1, 2.54, 2.54]","[2, 3, 11, 11]","[4, 6, 6, 6]","[1.8, 1.95, 1.35, 1.35]",1.038421334
mp-1183579,CaLaAu2,dataset/cif_files/mp-1183579.cif,"[20, 57, 79, 79]","[1, 1.1, 2.54, 2.54]","[2, 3, 11, 11]","[4, 6, 6, 6]","[1.8, 1.95, 1.35, 1.35]",-0.825948556
mp-866000,CaLaCd2,dataset/cif_files/mp-866000.cif,"[20, 57, 48, 48]","[1, 1.1, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.95, 1.55, 1.55]",-0.361110941
mp-1097098,CaLaCu2,dataset/cif_files/mp-1097098.cif,"[20, 57, 29, 29]","[1, 1.1, 1.9, 1.9]","[2, 3, 11, 11]","[4, 6, 4, 4]","[1.8, 1.95, 1.35, 1.35]",1.797636788
mp-1096364,CaLaGa2,dataset/cif_files/mp-1096364.cif,"[20, 57, 31, 31]","[1, 1.1, 1.81, 1.81]","[2, 3, 13, 13]","[4, 6, 4, 4]","[1.8, 1.95, 1.3, 1.3]",1.505267869
mp-862846,CaLaHg2,dataset/cif_files/mp-862846.cif,"[20, 57, 80, 80]","[1, 1.1, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.95, 1.5, 1.5]",-0.63601042
mp-861643,CaLaMg2,dataset/cif_files/mp-861643.cif,"[20, 57, 12, 12]","[1, 1.1, 1.31, 1.31]","[2, 3, 2, 2]","[4, 6, 3, 3]","[1.8, 1.95, 1.5, 1.5]",-0.094860949
mp-1097638,CaLaPb2,dataset/cif_files/mp-1097638.cif,"[20, 57, 82, 82]","[1, 1.1, 2.33, 2.33]","[2, 3, 14, 14]","[4, 6, 6, 6]","[1.8, 1.95, 1.8, 1.8]",1.361400544
mp-1097656,CaLaPd2,dataset/cif_files/mp-1097656.cif,"[20, 57, 46, 46]","[1, 1.1, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.95, 1.4, 1.4]",0.917611837
mp-1095715,CaLaRh2,dataset/cif_files/mp-1095715.cif,"[20, 57, 45, 45]","[1, 1.1, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.95, 1.35, 1.35]",1.006494946
mp-1095769,CaLaTl2,dataset/cif_files/mp-1095769.cif,"[20, 57, 81, 81]","[1, 1.1, 1.62, 1.62]","[2, 3, 13, 13]","[4, 6, 6, 6]","[1.8, 1.95, 1.9, 1.9]",1.488126047
mp-862962,CaLaZn2,dataset/cif_files/mp-862962.cif,"[20, 57, 30, 30]","[1, 1.1, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.95, 1.35, 1.35]",-0.315703181
mp-1183559,CaLuHg2,dataset/cif_files/mp-1183559.cif,"[20, 71, 80, 80]","[1, 1.27, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.75, 1.5, 1.5]",-0.56319369
mp-1183596,CaLuPd2,dataset/cif_files/mp-1183596.cif,"[20, 71, 46, 46]","[1, 1.27, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.75, 1.4, 1.4]",-0.811954837
mp-861869,CaLuRh2,dataset/cif_files/mp-861869.cif,"[20, 71, 45, 45]","[1, 1.27, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.75, 1.35, 1.35]",-0.721405351
mp-1093662,CaMgAg2,dataset/cif_files/mp-1093662.cif,"[20, 12, 47, 47]","[1, 1.31, 1.93, 1.93]","[2, 2, 11, 11]","[4, 3, 5, 5]","[1.8, 1.5, 1.6, 1.6]",1.05878363
mp-1227127,CaMgCd,dataset/cif_files/mp-1227127.cif,"[20, 12, 48]","[1, 1.31, 1.69]","[2, 2, 12]","[4, 3, 5]","[1.8, 1.5, 1.55]",-0.216574274
mp-1093823,CaMgCd2,dataset/cif_files/mp-1093823.cif,"[20, 12, 48, 48]","[1, 1.31, 1.69, 1.69]","[2, 2, 12, 12]","[4, 3, 5, 5]","[1.8, 1.5, 1.55, 1.55]",1.073888486
mp-1183548,CaMgCd2,dataset/cif_files/mp-1183548.cif,"[20, 12, 48, 48]","[1, 1.31, 1.69, 1.69]","[2, 2, 12, 12]","[4, 3, 5, 5]","[1.8, 1.5, 1.55, 1.55]",-0.234066649
mp-867144,CaMgHg2,dataset/cif_files/mp-867144.cif,"[20, 12, 80, 80]","[1, 1.31, 2, 2]","[2, 2, 12, 12]","[4, 3, 6, 6]","[1.8, 1.5, 1.5, 1.5]",-0.40955122
mp-1095890,CaMgIn2,dataset/cif_files/mp-1095890.cif,"[20, 12, 49, 49]","[1, 1.31, 1.78, 1.78]","[2, 2, 13, 13]","[4, 3, 5, 5]","[1.8, 1.5, 1.55, 1.55]",1.272396765
mp-861738,CaMgPb,dataset/cif_files/mp-861738.cif,"[20, 12, 82]","[1, 1.31, 2.33]","[2, 2, 14]","[4, 3, 6]","[1.8, 1.5, 1.8]",-0.423588522
mp-1102662,CaMgPd,dataset/cif_files/mp-1102662.cif,"[20, 12, 46]","[1, 1.31, 2.2]","[2, 2, 10]","[4, 3, 5]","[1.8, 1.5, 1.4]",-0.610609376
mp-4864,CaMgSn,dataset/cif_files/mp-4864.cif,"[20, 12, 50]","[1, 1.31, 1.96]","[2, 2, 14]","[4, 3, 5]","[1.8, 1.5, 1.45]",-0.542887715
mp-962068,CaMgSn,dataset/cif_files/mp-962068.cif,"[20, 12, 50]","[1, 1.31, 1.96]","[2, 2, 14]","[4, 3, 5]","[1.8, 1.5, 1.45]",-0.28686685
mp-867266,CaMgTl2,dataset/cif_files/mp-867266.cif,"[20, 12, 81, 81]","[1, 1.31, 1.62, 1.62]","[2, 2, 13, 13]","[4, 3, 6, 6]","[1.8, 1.5, 1.9, 1.9]",-0.266686155
mp-1227155,CaMgZn,dataset/cif_files/mp-1227155.cif,"[20, 12, 30]","[1, 1.31, 1.65]","[2, 2, 12]","[4, 3, 4]","[1.8, 1.5, 1.35]",-0.163568842
mp-1095876,CaMgZn2,dataset/cif_files/mp-1095876.cif,"[20, 12, 30, 30]","[1, 1.31, 1.65, 1.65]","[2, 2, 12, 12]","[4, 3, 4, 4]","[1.8, 1.5, 1.35, 1.35]",1.220226411
mp-1232482,CaMnBi2,dataset/cif_files/mp-1232482.cif,"[20, 25, 83, 83]","[1, 1.55, 2.02, 2.02]","[2, 7, 15, 15]","[4, 4, 6, 6]","[1.8, 1.4, 1.6, 1.6]",-0.346410903
mp-1232776,CaMnBi2,dataset/cif_files/mp-1232776.cif,"[20, 25, 83, 83]","[1, 1.55, 2.02, 2.02]","[2, 7, 15, 15]","[4, 4, 6, 6]","[1.8, 1.4, 1.6, 1.6]",-0.346675369
mp-611153,CaMnBi2,dataset/cif_files/mp-611153.cif,"[20, 25, 83, 83]","[1, 1.55, 2.02, 2.02]","[2, 7, 15, 15]","[4, 4, 6, 6]","[1.8, 1.4, 1.6, 1.6]",-0.326248766
mp-20233,CaMnSn,dataset/cif_files/mp-20233.cif,"[20, 25, 50]","[1, 1.55, 1.96]","[2, 7, 14]","[4, 4, 5]","[1.8, 1.4, 1.45]",-0.249845863
mp-1183555,CaNdAg2,dataset/cif_files/mp-1183555.cif,"[20, 60, 47, 47]","[1, 1.14, 1.93, 1.93]","[2, 3, 11, 11]","[4, 6, 5, 5]","[1.8, 1.85, 1.6, 1.6]",-0.301223394
mp-1183564,CaNdAu2,dataset/cif_files/mp-1183564.cif,"[20, 60, 79, 79]","[1, 1.14, 2.54, 2.54]","[2, 3, 11, 11]","[4, 6, 6, 6]","[1.8, 1.85, 1.35, 1.35]",-0.807748489
mp-867224,CaNdCd2,dataset/cif_files/mp-867224.cif,"[20, 60, 48, 48]","[1, 1.14, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.85, 1.55, 1.55]",-0.345094269
mp-865955,CaNdHg2,dataset/cif_files/mp-865955.cif,"[20, 60, 80, 80]","[1, 1.14, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.85, 1.5, 1.5]",-0.619156613
mp-866227,CaNdRh2,dataset/cif_files/mp-866227.cif,"[20, 60, 45, 45]","[1, 1.14, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.85, 1.35, 1.35]",-0.510185247
mp-866220,CaNdZn2,dataset/cif_files/mp-866220.cif,"[20, 60, 30, 30]","[1, 1.14, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.85, 1.35, 1.35]",-0.307927687
mp-1096267,CaPbAu2,dataset/cif_files/mp-1096267.cif,"[20, 82, 79, 79]","[1, 2.33, 2.54, 2.54]","[2, 14, 11, 11]","[4, 6, 6, 6]","[1.8, 1.8, 1.35, 1.35]",0.804082673
mp-1097216,CaPd2Pb,dataset/cif_files/mp-1097216.cif,"[20, 46, 46, 82]","[1, 2.2, 2.2, 2.33]","[2, 10, 10, 14]","[4, 5, 5, 6]","[1.8, 1.4, 1.4, 1.8]",1.238465505
mp-1096025,CaPdAu2,dataset/cif_files/mp-1096025.cif,"[20, 46, 79, 79]","[1, 2.2, 2.54, 2.54]","[2, 10, 11, 11]","[4, 5, 6, 6]","[1.8, 1.4, 1.35, 1.35]",0.862955801
mp-1102860,CaPdPb,dataset/cif_files/mp-1102860.cif,"[20, 46, 82]","[1, 2.2, 2.33]","[2, 10, 14]","[4, 5, 6]","[1.8, 1.4, 1.8]",-0.619682019
mp-672254,CaPdPb,dataset/cif_files/mp-672254.cif,"[20, 46, 82]","[1, 2.2, 2.33]","[2, 10, 14]","[4, 5, 6]","[1.8, 1.4, 1.8]",-0.622544973
mp-1183552,CaPmAg2,dataset/cif_files/mp-1183552.cif,"[20, 61, 47, 47]","[1, 1.13, 1.93, 1.93]","[2, 3, 11, 11]","[4, 6, 5, 5]","[1.8, 1.85, 1.6, 1.6]",-0.303594609
mp-862882,CaPmAu2,dataset/cif_files/mp-862882.cif,"[20, 61, 79, 79]","[1, 1.13, 2.54, 2.54]","[2, 3, 11, 11]","[4, 6, 6, 6]","[1.8, 1.85, 1.35, 1.35]",-0.878184902
mp-862881,CaPmCd2,dataset/cif_files/mp-862881.cif,"[20, 61, 48, 48]","[1, 1.13, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.85, 1.55, 1.55]",-0.342690437
mp-862883,CaPmHg2,dataset/cif_files/mp-862883.cif,"[20, 61, 80, 80]","[1, 1.13, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.85, 1.5, 1.5]",-0.621058623
mp-1183567,CaPmMg2,dataset/cif_files/mp-1183567.cif,"[20, 61, 12, 12]","[1, 1.13, 1.31, 1.31]","[2, 3, 2, 2]","[4, 6, 3, 3]","[1.8, 1.85, 1.5, 1.5]",-0.080341532
mp-862884,CaPmPd2,dataset/cif_files/mp-862884.cif,"[20, 61, 46, 46]","[1, 1.13, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.85, 1.4, 1.4]",-0.754423509
mp-862886,CaPmPt2,dataset/cif_files/mp-862886.cif,"[20, 61, 78, 78]","[1, 1.13, 2.28, 2.28]","[2, 3, 10, 10]","[4, 6, 6, 6]","[1.8, 1.85, 1.35, 1.35]",-1.106369869
mp-862885,CaPmRh2,dataset/cif_files/mp-862885.cif,"[20, 61, 45, 45]","[1, 1.13, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.85, 1.35, 1.35]",-0.556746817
mp-862888,CaPmZn2,dataset/cif_files/mp-862888.cif,"[20, 61, 30, 30]","[1, 1.13, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.85, 1.35, 1.35]",-0.308236734
mp-866060,CaPrAg2,dataset/cif_files/mp-866060.cif,"[20, 59, 47, 47]","[1, 1.13, 1.93, 1.93]","[2, 3, 11, 11]","[4, 6, 5, 5]","[1.8, 1.85, 1.6, 1.6]",-0.306290549
mp-867257,CaPrCd2,dataset/cif_files/mp-867257.cif,"[20, 59, 48, 48]","[1, 1.13, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.85, 1.55, 1.55]",-0.350110033
mp-867217,CaPrHg2,dataset/cif_files/mp-867217.cif,"[20, 59, 80, 80]","[1, 1.13, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.85, 1.5, 1.5]",-0.614324962
mp-1183584,CaPrRh2,dataset/cif_files/mp-1183584.cif,"[20, 59, 45, 45]","[1, 1.13, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.85, 1.35, 1.35]",-0.481732005
mp-866015,CaPrZn2,dataset/cif_files/mp-866015.cif,"[20, 59, 30, 30]","[1, 1.13, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.85, 1.35, 1.35]",-0.303852803
mp-1103307,CaPtPb,dataset/cif_files/mp-1103307.cif,"[20, 78, 82]","[1, 2.28, 2.33]","[2, 10, 14]","[4, 6, 6]","[1.8, 1.35, 1.8]",-0.686353177
mp-864998,CaPuRh2,dataset/cif_files/mp-864998.cif,"[20, 94, 45, 45]","[1, 1.28, 2.28, 2.28]","[2, 3, 9, 9]","[4, 7, 5, 5]","[1.8, 1.75, 1.35, 1.35]",0.166147685
mp-631458,CaReBi,dataset/cif_files/mp-631458.cif,"[20, 75, 83]","[1, 1.9, 2.02]","[2, 7, 15]","[4, 6, 6]","[1.8, 1.35, 1.6]",0.663191662
mp-1093536,CaRh2Pb,dataset/cif_files/mp-1093536.cif,"[20, 45, 45, 82]","[1, 2.28, 2.28, 2.33]","[2, 9, 9, 14]","[4, 5, 5, 6]","[1.8, 1.35, 1.35, 1.8]",1.929706065
mp-1096478,CaScHg2,dataset/cif_files/mp-1096478.cif,"[20, 21, 80, 80]","[1, 1.36, 2, 2]","[2, 3, 12, 12]","[4, 4, 6, 6]","[1.8, 1.6, 1.5, 1.5]",1.188224725
mp-1097468,CaScIn2,dataset/cif_files/mp-1097468.cif,"[20, 21, 49, 49]","[1, 1.36, 1.78, 1.78]","[2, 3, 13, 13]","[4, 4, 5, 5]","[1.8, 1.6, 1.55, 1.55]",1.502463439
mp-1097440,CaScRh2,dataset/cif_files/mp-1097440.cif,"[20, 21, 45, 45]","[1, 1.36, 2.28, 2.28]","[2, 3, 9, 9]","[4, 4, 5, 5]","[1.8, 1.6, 1.35, 1.35]",1.599534176
mp-1096448,CaScTl2,dataset/cif_files/mp-1096448.cif,"[20, 21, 81, 81]","[1, 1.36, 1.62, 1.62]","[2, 3, 13, 13]","[4, 4, 6, 6]","[1.8, 1.6, 1.9, 1.9]",1.482191916
mp-1183560,CaSmAg2,dataset/cif_files/mp-1183560.cif,"[20, 62, 47, 47]","[1, 1.17, 1.93, 1.93]","[2, 3, 11, 11]","[4, 6, 5, 5]","[1.8, 1.85, 1.6, 1.6]",-0.299959087
mp-864620,CaSmCd2,dataset/cif_files/mp-864620.cif,"[20, 62, 48, 48]","[1, 1.17, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.85, 1.55, 1.55]",-0.338840801
mp-866014,CaSmHg2,dataset/cif_files/mp-866014.cif,"[20, 62, 80, 80]","[1, 1.17, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.85, 1.5, 1.5]",-0.616676951
mp-1183908,CaSmIn2,dataset/cif_files/mp-1183908.cif,"[20, 62, 49, 49]","[1, 1.17, 1.78, 1.78]","[2, 3, 13, 13]","[4, 6, 5, 5]","[1.8, 1.85, 1.55, 1.55]",-0.559262712
mp-1183557,CaSmMg2,dataset/cif_files/mp-1183557.cif,"[20, 62, 12, 12]","[1, 1.17, 1.31, 1.31]","[2, 3, 2, 2]","[4, 6, 3, 3]","[1.8, 1.85, 1.5, 1.5]",-0.074186946
mp-1183576,CaSmPd2,dataset/cif_files/mp-1183576.cif,"[20, 62, 46, 46]","[1, 1.17, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.85, 1.4, 1.4]",-0.760200355
mp-866280,CaSmRh2,dataset/cif_files/mp-866280.cif,"[20, 62, 45, 45]","[1, 1.17, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.85, 1.35, 1.35]",-0.551134911
mp-866061,CaSmZn2,dataset/cif_files/mp-866061.cif,"[20, 62, 30, 30]","[1, 1.17, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.85, 1.35, 1.35]",-0.306022664
mp-11957,CaSn2Ir,dataset/cif_files/mp-11957.cif,"[20, 50, 50, 77]","[1, 1.96, 1.96, 2.2]","[2, 14, 14, 9]","[4, 5, 5, 6]","[1.8, 1.45, 1.45, 1.35]",-0.581363195
mp-11958,CaSn2Pd,dataset/cif_files/mp-11958.cif,"[20, 50, 50, 46]","[1, 1.96, 1.96, 2.2]","[2, 14, 14, 10]","[4, 5, 5, 5]","[1.8, 1.45, 1.45, 1.4]",-0.66631317
mp-11959,CaSn2Rh,dataset/cif_files/mp-11959.cif,"[20, 50, 50, 45]","[1, 1.96, 1.96, 2.28]","[2, 14, 14, 9]","[4, 5, 5, 5]","[1.8, 1.45, 1.45, 1.35]",-0.657740389
mp-1071278,CaSnAu,dataset/cif_files/mp-1071278.cif,"[20, 50, 79]","[1, 1.96, 2.54]","[2, 14, 11]","[4, 5, 6]","[1.8, 1.45, 1.35]",-0.724991625
mp-29561,CaSnAu,dataset/cif_files/mp-29561.cif,"[20, 50, 79]","[1, 1.96, 2.54]","[2, 14, 11]","[4, 5, 6]","[1.8, 1.45, 1.35]",-0.737969739
mp-977359,CaSnAu2,dataset/cif_files/mp-977359.cif,"[20, 50, 79, 79]","[1, 1.96, 2.54, 2.54]","[2, 14, 11, 11]","[4, 5, 6, 6]","[1.8, 1.45, 1.35, 1.35]",-0.592416031
mp-1019087,CaSnHg,dataset/cif_files/mp-1019087.cif,"[20, 50, 80]","[1, 1.96, 2]","[2, 14, 12]","[4, 5, 6]","[1.8, 1.45, 1.5]",-0.444148651
mp-1019104,CaSnHg,dataset/cif_files/mp-1019104.cif,"[20, 50, 80]","[1, 1.96, 2]","[2, 14, 12]","[4, 5, 6]","[1.8, 1.45, 1.5]",-0.512881214
mp-1227033,CaSnHg,dataset/cif_files/mp-1227033.cif,"[20, 50, 80]","[1, 1.96, 2]","[2, 14, 12]","[4, 5, 6]","[1.8, 1.45, 1.5]",-0.435985016
mp-1095958,CaSnHg2,dataset/cif_files/mp-1095958.cif,"[20, 50, 80, 80]","[1, 1.96, 2, 2]","[2, 14, 12, 12]","[4, 5, 6, 6]","[1.8, 1.45, 1.5, 1.5]",0.916321217
mp-30437,CaSnPd,dataset/cif_files/mp-30437.cif,"[20, 50, 46]","[1, 1.96, 2.2]","[2, 14, 10]","[4, 5, 5]","[1.8, 1.45, 1.4]",-0.806151604
mp-1097429,CaSnPd2,dataset/cif_files/mp-1097429.cif,"[20, 50, 46, 46]","[1, 1.96, 2.2, 2.2]","[2, 14, 10, 10]","[4, 5, 5, 5]","[1.8, 1.45, 1.4, 1.4]",1.216099199
mp-1102040,CaSnPt,dataset/cif_files/mp-1102040.cif,"[20, 50, 78]","[1, 1.96, 2.28]","[2, 14, 10]","[4, 5, 6]","[1.8, 1.45, 1.35]",-0.915520447
mp-861935,CaSnRh2,dataset/cif_files/mp-861935.cif,"[20, 50, 45, 45]","[1, 1.96, 2.28, 2.28]","[2, 14, 9, 9]","[4, 5, 5, 5]","[1.8, 1.45, 1.35, 1.35]",-0.551106109
mp-631411,CaTa2Tl,dataset/cif_files/mp-631411.cif,"[20, 73, 73, 81]","[1, 1.5, 1.5, 1.62]","[2, 5, 5, 13]","[4, 6, 6, 6]","[1.8, 1.45, 1.45, 1.9]",0.581623673
mp-631395,CaTaTc,dataset/cif_files/mp-631395.cif,"[20, 73, 43]","[1, 1.5, 1.9]","[2, 5, 7]","[4, 6, 5]","[1.8, 1.45, 1.35]",0.994834968
mp-1183566,CaTbHg2,dataset/cif_files/mp-1183566.cif,"[20, 65, 80, 80]","[1, 1.1, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.75, 1.5, 1.5]",-0.609332304
mp-1183553,CaTbPd2,dataset/cif_files/mp-1183553.cif,"[20, 65, 46, 46]","[1, 1.1, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.75, 1.4, 1.4]",-0.793089336
mp-1183546,CaTbRh2,dataset/cif_files/mp-1183546.cif,"[20, 65, 45, 45]","[1, 1.1, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.75, 1.35, 1.35]",-0.605651189
mp-866282,CaThRh2,dataset/cif_files/mp-866282.cif,"[20, 90, 45, 45]","[1, 1.3, 2.28, 2.28]","[2, 3, 9, 9]","[4, 7, 5, 5]","[1.8, 1.8, 1.35, 1.35]",-0.657040917
mp-984769,CaTl2Cd,dataset/cif_files/mp-984769.cif,"[20, 81, 81, 48]","[1, 1.62, 1.62, 1.69]","[2, 13, 13, 12]","[4, 6, 6, 5]","[1.8, 1.9, 1.9, 1.55]",-0.215361997
mp-1097156,CaTl2Pb,dataset/cif_files/mp-1097156.cif,"[20, 81, 81, 82]","[1, 1.62, 1.62, 2.33]","[2, 13, 13, 14]","[4, 6, 6, 6]","[1.8, 1.9, 1.9, 1.8]",1.117160646
mp-1096652,CaTlAg2,dataset/cif_files/mp-1096652.cif,"[20, 81, 47, 47]","[1, 1.62, 1.93, 1.93]","[2, 13, 11, 11]","[4, 6, 5, 5]","[1.8, 1.9, 1.6, 1.6]",0.983408044
mp-1097576,CaTlAu2,dataset/cif_files/mp-1097576.cif,"[20, 81, 79, 79]","[1, 1.62, 2.54, 2.54]","[2, 13, 11, 11]","[4, 6, 6, 6]","[1.8, 1.9, 1.35, 1.35]",0.558213012
mp-1096239,CaTlHg2,dataset/cif_files/mp-1096239.cif,"[20, 81, 80, 80]","[1, 1.62, 2, 2]","[2, 13, 12, 12]","[4, 6, 6, 6]","[1.8, 1.9, 1.5, 1.5]",0.745375658
mp-1093876,CaTlPd2,dataset/cif_files/mp-1093876.cif,"[20, 81, 46, 46]","[1, 1.62, 2.2, 2.2]","[2, 13, 10, 10]","[4, 6, 5, 5]","[1.8, 1.9, 1.4, 1.4]",0.965424755
mp-984791,CaTmCd2,dataset/cif_files/mp-984791.cif,"[20, 69, 48, 48]","[1, 1.25, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.75, 1.55, 1.55]",-0.303749738
mp-1183581,CaTmHg2,dataset/cif_files/mp-1183581.cif,"[20, 69, 80, 80]","[1, 1.25, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.75, 1.5, 1.5]",-0.580450136
