material_id,formula,cif_path,atomic_numbers,electronegativity,group,period,atomic_radius,formation_energy
mp-1183672,CaTmIn2,dataset/cif_files/mp-1183672.cif,"[20, 69, 49, 49]","[1, 1.25, 1.78, 1.78]","[2, 3, 13, 13]","[4, 6, 5, 5]","[1.8, 1.75, 1.55, 1.55]",-0.539571608
mp-1183593,CaTmPd2,dataset/cif_files/mp-1183593.cif,"[20, 69, 46, 46]","[1, 1.25, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.75, 1.4, 1.4]",-0.808247882
mp-866226,CaTmPt2,dataset/cif_files/mp-866226.cif,"[20, 69, 78, 78]","[1, 1.25, 2.28, 2.28]","[2, 3, 10, 10]","[4, 6, 6, 6]","[1.8, 1.75, 1.35, 1.35]",-1.179210549
mp-1183550,CaTmRh2,dataset/cif_files/mp-1183550.cif,"[20, 69, 45, 45]","[1, 1.25, 2.28, 2.28]","[2, 3, 9, 9]","[4, 6, 5, 5]","[1.8, 1.75, 1.35, 1.35]",-0.65442958
mp-1183568,CaTmZn2,dataset/cif_files/mp-1183568.cif,"[20, 69, 30, 30]","[1, 1.25, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.75, 1.35, 1.35]",-0.287468018
mp-1096753,Ca2HgAu,dataset/cif_files/mp-1096753.cif,"[20, 20, 80, 79]","[1, 1, 2, 2.54]","[2, 2, 12, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.5, 1.35]",0.672722498
mp-1093578,Ca2HgBi,dataset/cif_files/mp-1093578.cif,"[20, 20, 80, 83]","[1, 1, 2, 2.02]","[2, 2, 12, 15]","[4, 4, 6, 6]","[1.8, 1.8, 1.5, 1.6]",0.565723295
mp-1183503,Ca2HgBi,dataset/cif_files/mp-1183503.cif,"[20, 20, 80, 83]","[1, 1, 2, 2.02]","[2, 2, 12, 15]","[4, 4, 6, 6]","[1.8, 1.8, 1.5, 1.6]",-0.80797768
mp-866105,Ca2HgPb,dataset/cif_files/mp-866105.cif,"[20, 20, 80, 82]","[1, 1, 2, 2.33]","[2, 2, 12, 14]","[4, 4, 6, 6]","[1.8, 1.8, 1.5, 1.8]",-0.596072753
mp-1097426,Ca2HgPd,dataset/cif_files/mp-1097426.cif,"[20, 20, 80, 46]","[1, 1, 2, 2.2]","[2, 2, 12, 10]","[4, 4, 6, 5]","[1.8, 1.8, 1.5, 1.4]",0.851777472
mp-1096103,Ca2HgPt,dataset/cif_files/mp-1096103.cif,"[20, 20, 80, 78]","[1, 1, 2, 2.28]","[2, 2, 12, 10]","[4, 4, 6, 6]","[1.8, 1.8, 1.5, 1.35]",0.703901344
mp-1096268,Ca2InGa,dataset/cif_files/mp-1096268.cif,"[20, 20, 49, 31]","[1, 1, 1.78, 1.81]","[2, 2, 13, 13]","[4, 4, 5, 4]","[1.8, 1.8, 1.55, 1.3]",1.262887842
mp-1096751,Ca2InHg,dataset/cif_files/mp-1096751.cif,"[20, 20, 49, 80]","[1, 1, 1.78, 2]","[2, 2, 13, 12]","[4, 4, 5, 6]","[1.8, 1.8, 1.55, 1.5]",0.959129121
mp-1183598,Ca2InHg,dataset/cif_files/mp-1183598.cif,"[20, 20, 49, 80]","[1, 1, 1.78, 2]","[2, 2, 13, 12]","[4, 4, 5, 6]","[1.8, 1.8, 1.55, 1.5]",-0.585514224
mp-1096016,Ca2InPb,dataset/cif_files/mp-1096016.cif,"[20, 20, 49, 82]","[1, 1, 1.78, 2.33]","[2, 2, 13, 14]","[4, 4, 5, 6]","[1.8, 1.8, 1.55, 1.8]",1.233859723
mp-1183460,Ca2InPb,dataset/cif_files/mp-1183460.cif,"[20, 20, 49, 82]","[1, 1, 1.78, 2.33]","[2, 2, 13, 14]","[4, 4, 5, 6]","[1.8, 1.8, 1.55, 1.8]",-0.489054937
mp-1093696,Ca2MgAl,dataset/cif_files/mp-1093696.cif,"[20, 20, 12, 13]","[1, 1, 1.31, 1.61]","[2, 2, 2, 13]","[4, 4, 3, 3]","[1.8, 1.8, 1.5, 1.25]",1.522197414
mp-1093855,Ca2MgCd,dataset/cif_files/mp-1093855.cif,"[20, 20, 12, 48]","[1, 1, 1.31, 1.69]","[2, 2, 2, 12]","[4, 4, 3, 5]","[1.8, 1.8, 1.5, 1.55]",1.294671864
mp-1183457,Ca2MgCd,dataset/cif_files/mp-1183457.cif,"[20, 20, 12, 48]","[1, 1, 1.31, 1.69]","[2, 2, 2, 12]","[4, 4, 3, 5]","[1.8, 1.8, 1.5, 1.55]",-0.189803829
mp-1097370,Ca2MgGa,dataset/cif_files/mp-1097370.cif,"[20, 20, 12, 31]","[1, 1, 1.31, 1.81]","[2, 2, 2, 13]","[4, 4, 3, 4]","[1.8, 1.8, 1.5, 1.3]",1.344615534
mp-1096403,Ca2MgHg,dataset/cif_files/mp-1096403.cif,"[20, 20, 12, 80]","[1, 1, 1.31, 2]","[2, 2, 2, 12]","[4, 4, 3, 6]","[1.8, 1.8, 1.5, 1.5]",1.135032121
mp-867350,Ca2MgIn,dataset/cif_files/mp-867350.cif,"[20, 20, 12, 49]","[1, 1, 1.31, 1.78]","[2, 2, 2, 13]","[4, 4, 3, 5]","[1.8, 1.8, 1.5, 1.55]",-0.297382525
mp-1096214,Ca2MgPb,dataset/cif_files/mp-1096214.cif,"[20, 20, 12, 82]","[1, 1, 1.31, 2.33]","[2, 2, 2, 14]","[4, 4, 3, 6]","[1.8, 1.8, 1.5, 1.8]",1.271180526
mp-861645,Ca2MgTl,dataset/cif_files/mp-861645.cif,"[20, 20, 12, 81]","[1, 1, 1.31, 1.62]","[2, 2, 2, 13]","[4, 4, 3, 6]","[1.8, 1.8, 1.5, 1.9]",-0.278889945
mp-1097680,Ca2MgZn,dataset/cif_files/mp-1097680.cif,"[20, 20, 12, 30]","[1, 1, 1.31, 1.65]","[2, 2, 2, 12]","[4, 4, 3, 4]","[1.8, 1.8, 1.5, 1.35]",1.353203664
mp-1097090,Ca2PbAu,dataset/cif_files/mp-1097090.cif,"[20, 20, 82, 79]","[1, 1, 2.33, 2.54]","[2, 2, 14, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.8, 1.35]",0.879577135
mp-1183607,Ca2PbAu,dataset/cif_files/mp-1183607.cif,"[20, 20, 82, 79]","[1, 1, 2.33, 2.54]","[2, 2, 14, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.8, 1.35]",-0.645073705
mp-863744,Ca2PdAu,dataset/cif_files/mp-863744.cif,"[20, 20, 46, 79]","[1, 1, 2.2, 2.54]","[2, 2, 10, 11]","[4, 4, 5, 6]","[1.8, 1.8, 1.4, 1.35]",-0.740615748
mp-1096542,Ca2PdPt,dataset/cif_files/mp-1096542.cif,"[20, 20, 46, 78]","[1, 1, 2.2, 2.28]","[2, 2, 10, 10]","[4, 4, 5, 6]","[1.8, 1.8, 1.4, 1.35]",0.774741901
mp-1183493,Ca2PdPt,dataset/cif_files/mp-1183493.cif,"[20, 20, 46, 78]","[1, 1, 2.2, 2.28]","[2, 2, 10, 10]","[4, 4, 5, 6]","[1.8, 1.8, 1.4, 1.35]",-0.81338389
mp-1097623,Ca2PdRh,dataset/cif_files/mp-1097623.cif,"[20, 20, 46, 45]","[1, 1, 2.2, 2.28]","[2, 2, 10, 9]","[4, 4, 5, 5]","[1.8, 1.8, 1.4, 1.35]",1.300305665
mp-1096399,Ca2PtAu,dataset/cif_files/mp-1096399.cif,"[20, 20, 78, 79]","[1, 1, 2.28, 2.54]","[2, 2, 10, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.35, 1.35]",0.581746535
mp-1183466,Ca2PtAu,dataset/cif_files/mp-1183466.cif,"[20, 20, 78, 79]","[1, 1, 2.28, 2.54]","[2, 2, 10, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.35, 1.35]",-0.906918472
mp-1227265,Ca2PtAu,dataset/cif_files/mp-1227265.cif,"[20, 20, 78, 79]","[1, 1, 2.28, 2.54]","[2, 2, 10, 11]","[4, 4, 6, 6]","[1.8, 1.8, 1.35, 1.35]",-0.927052655
mp-1097367,Ca2SnAu,dataset/cif_files/mp-1097367.cif,"[20, 20, 50, 79]","[1, 1, 1.96, 2.54]","[2, 2, 14, 11]","[4, 4, 5, 6]","[1.8, 1.8, 1.45, 1.35]",0.874506139
mp-866229,Ca2SnHg,dataset/cif_files/mp-866229.cif,"[20, 20, 50, 80]","[1, 1, 1.96, 2]","[2, 2, 14, 12]","[4, 4, 5, 6]","[1.8, 1.8, 1.45, 1.5]",-0.659526857
mp-1096035,Ca2TlAg,dataset/cif_files/mp-1096035.cif,"[20, 20, 81, 47]","[1, 1, 1.62, 1.93]","[2, 2, 13, 11]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.6]",1.113214155
mp-1227630,Ca2TlCd,dataset/cif_files/mp-1227630.cif,"[20, 20, 81, 48]","[1, 1, 1.62, 1.69]","[2, 2, 13, 12]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.55]",-0.392620111
mp-867849,Ca2TlCd,dataset/cif_files/mp-867849.cif,"[20, 20, 81, 48]","[1, 1, 1.62, 1.69]","[2, 2, 13, 12]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.55]",-0.398022358
mp-1097521,Ca2TlGa,dataset/cif_files/mp-1097521.cif,"[20, 20, 81, 31]","[1, 1, 1.62, 1.81]","[2, 2, 13, 13]","[4, 4, 6, 4]","[1.8, 1.8, 1.9, 1.3]",1.252612734
mp-1096186,Ca2TlHg,dataset/cif_files/mp-1096186.cif,"[20, 20, 81, 80]","[1, 1, 1.62, 2]","[2, 2, 13, 12]","[4, 4, 6, 6]","[1.8, 1.8, 1.9, 1.5]",0.928579456
mp-1183453,Ca2TlHg,dataset/cif_files/mp-1183453.cif,"[20, 20, 81, 80]","[1, 1, 1.62, 2]","[2, 2, 13, 12]","[4, 4, 6, 6]","[1.8, 1.8, 1.9, 1.5]",-0.566957682
mp-1097135,Ca2TlIn,dataset/cif_files/mp-1097135.cif,"[20, 20, 81, 49]","[1, 1, 1.62, 1.78]","[2, 2, 13, 13]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.55]",1.186356095
mp-1183531,Ca2TlIn,dataset/cif_files/mp-1183531.cif,"[20, 20, 81, 49]","[1, 1, 1.62, 1.78]","[2, 2, 13, 13]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.55]",-0.54825947
mp-1227698,Ca2TlIn,dataset/cif_files/mp-1227698.cif,"[20, 20, 81, 49]","[1, 1, 1.62, 1.78]","[2, 2, 13, 13]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.55]",-0.533947885
mp-861604,Ca2TlPb,dataset/cif_files/mp-861604.cif,"[20, 20, 81, 82]","[1, 1, 1.62, 2.33]","[2, 2, 13, 14]","[4, 4, 6, 6]","[1.8, 1.8, 1.9, 1.8]",-0.495178358
mp-1097503,Ca2TlSn,dataset/cif_files/mp-1097503.cif,"[20, 20, 81, 50]","[1, 1, 1.62, 1.96]","[2, 2, 13, 14]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.45]",1.180613268
mp-1183512,Ca2TlSn,dataset/cif_files/mp-1183512.cif,"[20, 20, 81, 50]","[1, 1, 1.62, 1.96]","[2, 2, 13, 14]","[4, 4, 6, 5]","[1.8, 1.8, 1.9, 1.45]",-0.538619282
mp-1097202,Ca2TlZn,dataset/cif_files/mp-1097202.cif,"[20, 20, 81, 30]","[1, 1, 1.62, 1.65]","[2, 2, 13, 12]","[4, 4, 6, 4]","[1.8, 1.8, 1.9, 1.35]",1.207717479
mp-1183461,Ca2TlZn,dataset/cif_files/mp-1183461.cif,"[20, 20, 81, 30]","[1, 1, 1.62, 1.65]","[2, 2, 13, 12]","[4, 4, 6, 4]","[1.8, 1.8, 1.9, 1.35]",-0.343901706
mp-1096168,Ca2ZnAg,dataset/cif_files/mp-1096168.cif,"[20, 20, 30, 47]","[1, 1, 1.65, 1.93]","[2, 2, 12, 11]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.6]",1.137760695
mp-1095974,Ca2ZnCd,dataset/cif_files/mp-1095974.cif,"[20, 20, 30, 48]","[1, 1, 1.65, 1.69]","[2, 2, 12, 12]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.55]",1.182059258
mp-1183459,Ca2ZnCd,dataset/cif_files/mp-1183459.cif,"[20, 20, 30, 48]","[1, 1, 1.65, 1.69]","[2, 2, 12, 12]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.55]",-0.278890027
mp-1096562,Ca2ZnGa,dataset/cif_files/mp-1096562.cif,"[20, 20, 30, 31]","[1, 1, 1.65, 1.81]","[2, 2, 12, 13]","[4, 4, 4, 4]","[1.8, 1.8, 1.35, 1.3]",1.253966923
mp-1183463,Ca2ZnGa,dataset/cif_files/mp-1183463.cif,"[20, 20, 30, 31]","[1, 1, 1.65, 1.81]","[2, 2, 12, 13]","[4, 4, 4, 4]","[1.8, 1.8, 1.35, 1.3]",-0.358440357
mp-1183464,Ca2ZnHg,dataset/cif_files/mp-1183464.cif,"[20, 20, 30, 80]","[1, 1, 1.65, 2]","[2, 2, 12, 12]","[4, 4, 4, 6]","[1.8, 1.8, 1.35, 1.5]",-0.392878973
mp-1093766,Ca2ZnIn,dataset/cif_files/mp-1093766.cif,"[20, 20, 30, 49]","[1, 1, 1.65, 1.78]","[2, 2, 12, 13]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.55]",1.243653943
mp-1183608,Ca2ZnIn,dataset/cif_files/mp-1183608.cif,"[20, 20, 30, 49]","[1, 1, 1.65, 1.78]","[2, 2, 12, 13]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.55]",-0.355894437
mp-1097338,Ca2ZnPb,dataset/cif_files/mp-1097338.cif,"[20, 20, 30, 82]","[1, 1, 1.65, 2.33]","[2, 2, 12, 14]","[4, 4, 4, 6]","[1.8, 1.8, 1.35, 1.8]",1.203666358
mp-1183470,Ca2ZnPb,dataset/cif_files/mp-1183470.cif,"[20, 20, 30, 82]","[1, 1, 1.65, 2.33]","[2, 2, 12, 14]","[4, 4, 4, 6]","[1.8, 1.8, 1.35, 1.8]",-0.447269045
mp-1097116,Ca2ZnPd,dataset/cif_files/mp-1097116.cif,"[20, 20, 30, 46]","[1, 1, 1.65, 2.2]","[2, 2, 12, 10]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.4]",1.063223065
mp-867854,Ca2ZnRh,dataset/cif_files/mp-867854.cif,"[20, 20, 30, 45]","[1, 1, 1.65, 2.28]","[2, 2, 12, 9]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.35]",-0.28880833
mp-1096026,Ca2ZnSn,dataset/cif_files/mp-1096026.cif,"[20, 20, 30, 50]","[1, 1, 1.65, 1.96]","[2, 2, 12, 14]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.45]",1.191587751
mp-1183468,Ca2ZnSn,dataset/cif_files/mp-1183468.cif,"[20, 20, 30, 50]","[1, 1, 1.65, 1.96]","[2, 2, 12, 14]","[4, 4, 4, 5]","[1.8, 1.8, 1.35, 1.45]",-0.515383086
mp-1183474,CaAcAu2,dataset/cif_files/mp-1183474.cif,"[20, 89, 79, 79]","[1, 1.1, 2.54, 2.54]","[2, 3, 11, 11]","[4, 7, 6, 6]","[1.8, 1.95, 1.35, 1.35]",-0.852907362
mp-1183472,CaAcGa2,dataset/cif_files/mp-1183472.cif,"[20, 89, 31, 31]","[1, 1.1, 1.81, 1.81]","[2, 3, 13, 13]","[4, 7, 4, 4]","[1.8, 1.95, 1.3, 1.3]",-0.493078182
mp-865173,CaAcHg2,dataset/cif_files/mp-865173.cif,"[20, 89, 80, 80]","[1, 1.1, 2, 2]","[2, 3, 12, 12]","[4, 7, 6, 6]","[1.8, 1.95, 1.5, 1.5]",-0.612949323
mp-985450,CaAcIn2,dataset/cif_files/mp-985450.cif,"[20, 89, 49, 49]","[1, 1.1, 1.78, 1.78]","[2, 3, 13, 13]","[4, 7, 5, 5]","[1.8, 1.95, 1.55, 1.55]",-0.562932202
mp-1183488,CaAcMg2,dataset/cif_files/mp-1183488.cif,"[20, 89, 12, 12]","[1, 1.1, 1.31, 1.31]","[2, 3, 2, 2]","[4, 7, 3, 3]","[1.8, 1.95, 1.5, 1.5]",-0.076156436
mp-1183483,CaAcRh2,dataset/cif_files/mp-1183483.cif,"[20, 89, 45, 45]","[1, 1.1, 2.28, 2.28]","[2, 3, 9, 9]","[4, 7, 5, 5]","[1.8, 1.95, 1.35, 1.35]",-0.453061799
mp-1183500,CaAcTl2,dataset/cif_files/mp-1183500.cif,"[20, 89, 81, 81]","[1, 1.1, 1.62, 1.62]","[2, 3, 13, 13]","[4, 7, 6, 6]","[1.8, 1.95, 1.9, 1.9]",-0.506917204
mp-864962,CaAcZn2,dataset/cif_files/mp-864962.cif,"[20, 89, 30, 30]","[1, 1.1, 1.65, 1.65]","[2, 3, 12, 12]","[4, 7, 4, 4]","[1.8, 1.95, 1.35, 1.35]",-0.272621318
mp-1096029,CaAg2Pb,dataset/cif_files/mp-1096029.cif,"[20, 47, 47, 82]","[1, 1.93, 1.93, 2.33]","[2, 11, 11, 14]","[4, 5, 5, 6]","[1.8, 1.6, 1.6, 1.8]",1.186625892
mp-865729,CaAg2Sn,dataset/cif_files/mp-865729.cif,"[20, 47, 47, 50]","[1, 1.93, 1.93, 1.96]","[2, 11, 11, 14]","[4, 5, 5, 5]","[1.8, 1.6, 1.6, 1.45]",-0.341297382
mp-1093571,CaAgAu2,dataset/cif_files/mp-1093571.cif,"[20, 47, 79, 79]","[1, 1.93, 2.54, 2.54]","[2, 11, 11, 11]","[4, 5, 6, 6]","[1.8, 1.6, 1.35, 1.35]",0.685743333
mp-1071876,CaAgBi,dataset/cif_files/mp-1071876.cif,"[20, 47, 83]","[1, 1.93, 2.02]","[2, 11, 15]","[4, 5, 6]","[1.8, 1.6, 1.6]",-0.594120747
mp-568664,CaAgBi,dataset/cif_files/mp-568664.cif,"[20, 47, 83]","[1, 1.93, 2.02]","[2, 11, 15]","[4, 5, 6]","[1.8, 1.6, 1.6]",-0.639754217
mp-984704,CaAgHg2,dataset/cif_files/mp-984704.cif,"[20, 47, 80, 80]","[1, 1.93, 2, 2]","[2, 11, 12, 12]","[4, 5, 6, 6]","[1.8, 1.6, 1.5, 1.5]",-0.346949063
mp-1205978,CaAgPb,dataset/cif_files/mp-1205978.cif,"[20, 47, 82]","[1, 1.93, 2.33]","[2, 11, 14]","[4, 5, 6]","[1.8, 1.6, 1.8]",-0.391594424
mp-1206764,CaAgSn,dataset/cif_files/mp-1206764.cif,"[20, 47, 50]","[1, 1.93, 1.96]","[2, 11, 14]","[4, 5, 5]","[1.8, 1.6, 1.45]",-0.522042602
mp-2044367,CaAgSn,dataset/cif_files/mp-2044367.cif,"[20, 47, 50]","[1, 1.93, 1.96]","[2, 11, 14]","[4, 5, 5]","[1.8, 1.6, 1.45]",-0.564815498
mp-568424,CaAlAu,dataset/cif_files/mp-568424.cif,"[20, 13, 79]","[1, 1.61, 2.54]","[2, 13, 11]","[4, 3, 6]","[1.8, 1.25, 1.35]",-0.758781768
mp-1226821,CaAlGa,dataset/cif_files/mp-1226821.cif,"[20, 13, 31]","[1, 1.61, 1.81]","[2, 13, 13]","[4, 3, 4]","[1.8, 1.25, 1.3]",-0.466938088
mp-571039,CaAlPd,dataset/cif_files/mp-571039.cif,"[20, 13, 46]","[1, 1.61, 2.2]","[2, 13, 10]","[4, 3, 5]","[1.8, 1.25, 1.4]",-0.753648914
mp-1102631,CaAlPt,dataset/cif_files/mp-1102631.cif,"[20, 13, 78]","[1, 1.61, 2.28]","[2, 13, 10]","[4, 3, 6]","[1.8, 1.25, 1.35]",-1.040275555
mp-1018657,CaBiAu,dataset/cif_files/mp-1018657.cif,"[20, 83, 79]","[1, 2.02, 2.54]","[2, 15, 11]","[4, 6, 6]","[1.8, 1.6, 1.35]",-0.759286298
mp-568398,CaBiAu,dataset/cif_files/mp-568398.cif,"[20, 83, 79]","[1, 2.02, 2.54]","[2, 15, 11]","[4, 6, 6]","[1.8, 1.6, 1.35]",-0.807077008
mp-1096061,CaBiAu2,dataset/cif_files/mp-1096061.cif,"[20, 83, 79, 79]","[1, 2.02, 2.54, 2.54]","[2, 15, 11, 11]","[4, 6, 6, 6]","[1.8, 1.6, 1.35, 1.35]",0.746465917
mp-1213983,CaBiPd,dataset/cif_files/mp-1213983.cif,"[20, 83, 46]","[1, 2.02, 2.2]","[2, 15, 10]","[4, 6, 5]","[1.8, 1.6, 1.4]",-0.807356004
mp-977540,CaBiPd2,dataset/cif_files/mp-977540.cif,"[20, 83, 46, 46]","[1, 2.02, 2.2, 2.2]","[2, 15, 10, 10]","[4, 6, 5, 5]","[1.8, 1.6, 1.4, 1.4]",-0.598081004
mp-1096336,CaYAg2,dataset/cif_files/mp-1096336.cif,"[20, 39, 47, 47]","[1, 1.22, 1.93, 1.93]","[2, 3, 11, 11]","[4, 5, 5, 5]","[1.8, 1.8, 1.6, 1.6]",1.606519814
mp-1096716,CaYCd2,dataset/cif_files/mp-1096716.cif,"[20, 39, 48, 48]","[1, 1.22, 1.69, 1.69]","[2, 3, 12, 12]","[4, 5, 5, 5]","[1.8, 1.8, 1.55, 1.55]",1.552010385
mp-1183556,CaYCd2,dataset/cif_files/mp-1183556.cif,"[20, 39, 48, 48]","[1, 1.22, 1.69, 1.69]","[2, 3, 12, 12]","[4, 5, 5, 5]","[1.8, 1.8, 1.55, 1.55]",-0.32476714
mp-866223,CaYHg2,dataset/cif_files/mp-866223.cif,"[20, 39, 80, 80]","[1, 1.22, 2, 2]","[2, 3, 12, 12]","[4, 5, 6, 6]","[1.8, 1.8, 1.5, 1.5]",-0.602788379
mp-1097496,CaYIn2,dataset/cif_files/mp-1097496.cif,"[20, 39, 49, 49]","[1, 1.22, 1.78, 1.78]","[2, 3, 13, 13]","[4, 5, 5, 5]","[1.8, 1.8, 1.55, 1.55]",1.534680741
mp-1096179,CaYMg2,dataset/cif_files/mp-1096179.cif,"[20, 39, 12, 12]","[1, 1.22, 1.31, 1.31]","[2, 3, 2, 2]","[4, 5, 3, 3]","[1.8, 1.8, 1.5, 1.5]",1.869597975
mp-1096135,CaYPb2,dataset/cif_files/mp-1096135.cif,"[20, 39, 82, 82]","[1, 1.22, 2.33, 2.33]","[2, 3, 14, 14]","[4, 5, 6, 6]","[1.8, 1.8, 1.8, 1.8]",1.49990329
mp-1093829,CaYPd2,dataset/cif_files/mp-1093829.cif,"[20, 39, 46, 46]","[1, 1.22, 2.2, 2.2]","[2, 3, 10, 10]","[4, 5, 5, 5]","[1.8, 1.8, 1.4, 1.4]",1.168558977
mp-1183551,CaYPd2,dataset/cif_files/mp-1183551.cif,"[20, 39, 46, 46]","[1, 1.22, 2.2, 2.2]","[2, 3, 10, 10]","[4, 5, 5, 5]","[1.8, 1.8, 1.4, 1.4]",-0.780066181
mp-1093700,CaYPt2,dataset/cif_files/mp-1093700.cif,"[20, 39, 78, 78]","[1, 1.22, 2.28, 2.28]","[2, 3, 10, 10]","[4, 5, 6, 6]","[1.8, 1.8, 1.35, 1.35]",0.914571769
mp-1183571,CaYPt2,dataset/cif_files/mp-1183571.cif,"[20, 39, 78, 78]","[1, 1.22, 2.28, 2.28]","[2, 3, 10, 10]","[4, 5, 6, 6]","[1.8, 1.8, 1.35, 1.35]",-1.140012508
mp-865002,CaYRh2,dataset/cif_files/mp-865002.cif,"[20, 39, 45, 45]","[1, 1.22, 2.28, 2.28]","[2, 3, 9, 9]","[4, 5, 5, 5]","[1.8, 1.8, 1.35, 1.35]",-0.589038817
mp-1093735,CaYTl2,dataset/cif_files/mp-1093735.cif,"[20, 39, 81, 81]","[1, 1.22, 1.62, 1.62]","[2, 3, 13, 13]","[4, 5, 6, 6]","[1.8, 1.8, 1.9, 1.9]",1.487891085
mp-1097479,CaYZn2,dataset/cif_files/mp-1097479.cif,"[20, 39, 30, 30]","[1, 1.22, 1.65, 1.65]","[2, 3, 12, 12]","[4, 5, 4, 4]","[1.8, 1.8, 1.35, 1.35]",1.684125433
mp-1183583,CaYZn2,dataset/cif_files/mp-1183583.cif,"[20, 39, 30, 30]","[1, 1.22, 1.65, 1.65]","[2, 3, 12, 12]","[4, 5, 4, 4]","[1.8, 1.8, 1.35, 1.35]",-0.294599787
mp-1183573,CaYbCd2,dataset/cif_files/mp-1183573.cif,"[20, 70, 48, 48]","[1, 1.1, 1.69, 1.69]","[2, 3, 12, 12]","[4, 6, 5, 5]","[1.8, 1.75, 1.55, 1.55]",-0.359801974
mp-1183612,CaYbEu2,dataset/cif_files/mp-1183612.cif,"[20, 70, 63, 63]","[1, 1.1, 1.2, 1.2]","[2, 3, 3, 3]","[4, 6, 6, 6]","[1.8, 1.75, 1.85, 1.85]",0.162170829
mp-1183565,CaYbGa2,dataset/cif_files/mp-1183565.cif,"[20, 70, 31, 31]","[1, 1.1, 1.81, 1.81]","[2, 3, 13, 13]","[4, 6, 4, 4]","[1.8, 1.75, 1.3, 1.3]",-0.526646449
mp-1183588,CaYbHg2,dataset/cif_files/mp-1183588.cif,"[20, 70, 80, 80]","[1, 1.1, 2, 2]","[2, 3, 12, 12]","[4, 6, 6, 6]","[1.8, 1.75, 1.5, 1.5]",-0.578789058
mp-1183625,CaYbIn2,dataset/cif_files/mp-1183625.cif,"[20, 70, 49, 49]","[1, 1.1, 1.78, 1.78]","[2, 3, 13, 13]","[4, 6, 5, 5]","[1.8, 1.75, 1.55, 1.55]",-0.532472084
mp-1183582,CaYbPb2,dataset/cif_files/mp-1183582.cif,"[20, 70, 82, 82]","[1, 1.1, 2.33, 2.33]","[2, 3, 14, 14]","[4, 6, 6, 6]","[1.8, 1.75, 1.8, 1.8]",-0.494221071
mp-1183592,CaYbPd2,dataset/cif_files/mp-1183592.cif,"[20, 70, 46, 46]","[1, 1.1, 2.2, 2.2]","[2, 3, 10, 10]","[4, 6, 5, 5]","[1.8, 1.75, 1.4, 1.4]",-0.813030261
mp-1183595,CaYbTl2,dataset/cif_files/mp-1183595.cif,"[20, 70, 81, 81]","[1, 1.1, 1.62, 1.62]","[2, 3, 13, 13]","[4, 6, 6, 6]","[1.8, 1.75, 1.9, 1.9]",-0.432217341
mp-1183577,CaYbZn2,dataset/cif_files/mp-1183577.cif,"[20, 70, 30, 30]","[1, 1.1, 1.65, 1.65]","[2, 3, 12, 12]","[4, 6, 4, 4]","[1.8, 1.75, 1.35, 1.35]",-0.297628514
mp-1227020,CaZnAg,dataset/cif_files/mp-1227020.cif,"[20, 30, 47]","[1, 1.65, 1.93]","[2, 12, 11]","[4, 4, 5]","[1.8, 1.35, 1.6]",-0.314119316
mp-1096705,CaZnAu2,dataset/cif_files/mp-1096705.cif,"[20, 30, 79, 79]","[1, 1.65, 2.54, 2.54]","[2, 12, 11, 11]","[4, 4, 6, 6]","[1.8, 1.35, 1.35, 1.35]",0.580607253
mp-1072794,CaZnPb,dataset/cif_files/mp-1072794.cif,"[20, 30, 82]","[1, 1.65, 2.33]","[2, 12, 14]","[4, 4, 6]","[1.8, 1.35, 1.8]",-0.333976763
mp-1096880,CaZnPb,dataset/cif_files/mp-1096880.cif,"[20, 30, 82]","[1, 1.65, 2.33]","[2, 12, 14]","[4, 4, 6]","[1.8, 1.35, 1.8]",-0.377030583
mp-1213948,CaZnPd,dataset/cif_files/mp-1213948.cif,"[20, 30, 46]","[1, 1.65, 2.2]","[2, 12, 10]","[4, 4, 5]","[1.8, 1.35, 1.4]",-0.637904127
